City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,belyy yar,53.6039,91.3903,-5.06,62,0,4.0,RU,1680198650
365,sambava,-14.2667,50.1667,26.69,82,98,4.35,MG,1680198651
366,tobane,-21.95,27.9,22.77,50,31,2.55,BW,1680198651
367,villa guerrero,18.8667,-99.65,25.15,29,100,2.36,MX,1680198651
368,kloulklubed,7.0419,134.2556,23.28,74,54,2.41,PW,1680198651
369,vila velha,-20.3297,-40.2925,32.75,60,0,6.69,BR,1680198651
370,bathsheba,13.2167,-59.5167,29.34,58,20,9.77,BB,1680198651
371,bud,39.447,-86.1758,14.38,52,11,4.31,US,1680198651
372,dubrovnik,42.6481,18.0922,11.8,71,0,3.6,HR,1680198651
373,padang,-0.9492,100.3543,22.03,90,100,2.88,ID,1680198414
374,cayenne,4.9333,-52.3333,30.02,66,75,5.66,GF,1680198651
375,saint-augustin,51.226,-58.6502,1.4,75,99,4.89,CA,1680198651
376,broken hill,-31.95,141.4333,16.36,48,88,3.38,AU,1680198652
377,spirit river,55.7833,-118.8361,-1.76,91,100,2.26,CA,1680198652
378,coahuayana,18.7333,-103.6833,32.78,28,98,2.56,MX,1680198652
379,kimbe,-5.5502,150.1429,23.82,95,100,0.49,PG,1680198652
380,roswell,34.0232,-84.3616,22.6,26,0,2.57,US,1680198451
381,matao,-21.6033,-48.3658,28.76,58,22,3.48,BR,1680198652
382,hay river,60.8156,-115.7999,-12.01,79,75,6.69,CA,1680198652
383,uxbridge,42.0773,-71.6295,5.58,28,3,5.36,US,1680198652
384,liling,27.6667,113.5,14.99,83,100,0.42,CN,1680198652
385,loreto,22.2667,-101.9667,24.99,20,85,3.56,MX,1680198578
386,salamanca,40.8333,-6.0,17.88,55,100,7.46,ES,1680198652
387,namie,37.4833,141.0,9.99,87,68,2.18,JP,1680198652
388,trogir,43.5125,16.2517,13.77,71,0,2.06,HR,1680198652
389,ankazoabo,-22.2833,44.5167,21.86,87,25,1.88,MG,1680198653
390,tuatapere,-46.1333,167.6833,4.96,91,12,2.03,NZ,1680198653
391,diapaga,12.0708,1.7889,34.39,9,99,1.94,BF,1680198653
392,rovaniemi,66.5,25.7167,-6.33,86,40,5.66,FI,1680198653
393,sobolevo,54.4299,31.8996,-3.05,94,7,1.83,RU,1680198653
394,taywarah,33.35,64.4167,4.08,80,96,0.27,AF,1680198653
395,esperance,-33.8667,121.9,14.24,78,33,3.63,AU,1680198653
396,waingapu,-9.6567,120.2641,27.26,79,93,2.63,ID,1680198653
397,kununurra,-15.7667,128.7333,23.99,83,100,3.09,AU,1680198653
398,longyearbyen,78.2186,15.6401,-7.09,79,75,1.54,SJ,1680198653
399,knysna,-34.0363,23.0471,15.52,91,14,1.56,ZA,1680198654
400,linxia,35.6003,103.2064,7.42,71,58,1.04,CN,1680198654
401,ballina,-28.8667,153.5667,15.99,70,0,4.46,AU,1680198654
402,piacabucu,-10.4056,-36.4344,28.62,62,19,3.86,BR,1680198654
403,pimentel,-6.8367,-79.9342,31.16,58,20,2.06,PE,1680198654
404,katsuura,35.1333,140.3,12.12,90,92,2.21,JP,1680198654
405,san carlos de bariloche,-41.1456,-71.3082,10.86,58,75,11.32,AR,1680198654
406,bay roberts,47.5999,-53.2648,3.97,65,42,2.24,CA,1680198654
407,maxixe,-23.8597,35.3472,24.91,78,0,1.73,MZ,1680198654
408,numata,36.6333,139.05,8.96,84,80,1.48,JP,1680198654
409,tocopilla,-22.092,-70.1979,23.88,75,55,3.72,CL,1680198430
410,brownsville,25.9018,-97.4975,26.97,76,40,8.75,US,1680198414
411,baykit,61.67,96.37,-23.93,100,71,1.62,RU,1680198654
412,chicama,-7.8447,-79.1469,28.3,60,84,4.54,PE,1680198654
413,bubaque,11.2833,-15.8333,25.57,66,1,6.98,GW,1680198654
414,avera,33.194,-82.5271,23.28,33,0,1.83,US,1680198655
415,isangel,-19.55,169.2667,24.81,86,100,1.42,VU,1680198655
416,sakaiminato,35.55,133.2333,8.99,93,75,2.57,JP,1680198655
417,mihail eminescu,47.7833,26.9167,8.01,42,34,2.74,RO,1680198655
418,raga,8.4596,25.678,29.15,12,47,1.89,SS,1680198655
419,daoukro,7.0591,-3.9631,30.96,47,100,1.35,CI,1680198655
420,los llanos de aridane,28.6585,-17.9182,24.86,32,0,7.72,ES,1680198655
421,husavik,66.0449,-17.3389,1.99,84,90,15.34,IS,1680198655
422,el alto,-4.2714,-81.2147,29.81,68,51,5.02,PE,1680198655
423,roald,62.5833,6.1333,4.95,56,0,7.2,NO,1680198655
424,colares,38.7992,-9.4469,20.18,82,20,5.81,PT,1680198655
425,pangnirtung,66.1451,-65.7125,-12.0,67,75,0.0,CA,1680198655
426,funtua,11.5233,7.3081,30.28,9,89,3.36,NG,1680198655
427,aljezur,37.3191,-8.8033,16.97,83,33,2.8,PT,1680198656
428,petropavlovsk-kamchatskiy,53.0452,158.6483,-1.67,74,40,6.0,RU,1680198656
429,the valley,18.217,-63.0578,28.92,69,75,7.72,AI,1680198656
430,yenagoa,4.9247,6.2642,27.9,77,77,3.48,NG,1680198656
431,quanzhou,24.9139,118.5858,15.6,87,99,2.79,CN,1680198656
432,saint austell,50.3383,-4.7658,11.68,93,75,9.26,GB,1680198656
433,olafsvik,64.8945,-23.7142,2.71,93,100,8.22,IS,1680198656
434,tuma,55.148,40.5537,4.65,95,100,2.09,RU,1680198656
435,abu zabad,12.35,29.25,28.54,11,68,5.0,SD,1680198656
436,elko,41.0002,-115.5012,0.41,66,93,6.71,US,1680198656
437,dunedin,-45.8742,170.5036,7.26,98,5,1.13,NZ,1680198656
438,lixourion,38.2019,20.4314,15.0,58,20,2.57,GR,1680198656
439,halifax,44.6453,-63.5724,5.75,80,75,8.75,CA,1680198299
440,timaru,-44.4,171.25,6.71,97,7,1.79,NZ,1680198657
441,tual,-5.6667,132.75,28.13,76,100,3.78,ID,1680198657
442,srednekolymsk,67.45,153.6833,-16.59,100,100,2.27,RU,1680198657
443,roma,43.2128,-75.4557,1.88,46,40,7.2,US,1680198657
444,monrovia,6.3005,-10.7969,29.87,72,72,3.33,LR,1680198657
445,puerto guzman,0.9703,-76.5858,24.43,96,99,0.98,CO,1680198657
446,yushu,44.8,126.5333,7.61,41,3,3.22,CN,1680198657
447,eureka,40.8021,-124.1637,11.22,76,49,0.89,US,1680198516
448,kasane,-17.8167,25.15,23.44,54,76,2.0,BW,1680198657
449,kifri,34.6959,44.9661,15.34,52,0,4.16,IQ,1680198662
450,shelburne,44.0787,-80.2041,0.5,60,94,5.25,CA,1680198662
451,kalmunai,7.4167,81.8167,25.58,81,84,2.22,LK,1680198662
452,west wendover,40.7391,-114.0733,4.56,38,0,7.2,US,1680198596
453,vao,-22.6667,167.4833,24.89,80,49,4.53,NC,1680198663
454,shieli,44.1667,66.75,19.14,48,0,5.16,KZ,1680198663
455,nabire,-3.3667,135.4833,25.4,85,100,4.88,ID,1680198663
456,kidal,18.4411,1.4078,31.07,5,0,4.62,ML,1680198664
457,mandera,3.9366,41.867,33.82,36,54,2.36,KE,1680198664
458,flin flon,54.7682,-101.865,-9.09,45,20,0.0,CA,1680198664
459,birjand,32.8663,59.2211,14.26,35,0,2.06,IR,1680198664
460,gumla,23.05,84.55,25.88,31,85,2.55,IN,1680198665
461,fare,-16.7,-151.0167,27.55,72,57,4.29,PF,1680198665
462,leshukonskoye,64.8989,45.7622,0.8,99,100,3.95,RU,1680198665
463,nikki,9.9401,3.2108,33.93,21,100,1.55,BJ,1680198665
464,ozernovskiy,51.5,156.5167,-0.03,62,7,2.56,RU,1680198665
465,usilampatti,9.9667,77.8,27.53,70,89,0.7,IN,1680198665
466,srostki,52.4189,85.7022,-6.97,93,85,2.38,RU,1680198666
467,saint george,37.1041,-113.5841,10.24,54,0,4.02,US,1680198588
468,port moresby,-9.4431,147.1797,23.68,100,20,1.54,PG,1680198666
469,ishigaki,24.3448,124.1572,20.07,88,100,3.09,JP,1680198667
470,maldonado,-34.6667,-54.9167,21.66,75,100,3.58,UY,1680198667
471,boguchany,58.3814,97.4531,-10.84,78,70,2.87,RU,1680198667
472,panzhihua,26.5851,101.7128,15.37,43,31,0.58,CN,1680198667
473,anahuac,27.2333,-100.15,23.3,60,100,5.27,MX,1680198668
474,saldanha,-33.0117,17.9442,18.03,85,47,10.15,ZA,1680198669
475,san quintin,30.4833,-115.95,14.61,58,36,6.23,MX,1680198669
476,rocky mountain house,52.3668,-114.9188,-3.94,74,100,4.12,CA,1680198670
477,calvinia,-31.4707,19.776,18.49,28,0,2.67,ZA,1680198670
478,auch,43.65,0.5833,17.47,80,89,2.77,FR,1680198670
479,coxim,-18.5067,-54.76,31.28,56,22,0.58,BR,1680198670
480,peniche,39.3558,-9.3811,18.93,86,96,7.57,PT,1680198671
481,karratha,-20.7377,116.8463,27.83,77,31,3.78,AU,1680198671
482,pozoblanco,38.3791,-4.8483,18.39,38,44,4.62,ES,1680198671
483,wajir,1.7471,40.0573,33.18,35,95,1.68,KE,1680198671
484,kitsuki,33.4167,131.6167,11.52,62,100,1.04,JP,1680198671
485,lufilufi,-13.8745,-171.5986,24.88,76,54,1.42,WS,1680198671
486,el paso,31.8001,-106.2005,22.05,11,20,7.2,US,1680197919
487,olinda,-8.0089,-34.8553,29.85,62,40,4.12,BR,1680198672
488,poum,-20.2333,164.0167,26.94,75,100,5.93,NC,1680198672
489,anloga,5.7947,0.8973,29.09,69,88,4.8,GH,1680198672
490,balkanabat,39.5108,54.3671,22.96,29,11,1.27,TM,1680198673
491,jaisalmer,26.9147,70.9181,25.59,36,61,1.7,IN,1680198673
492,cabo san lucas,22.8909,-109.9124,29.23,31,100,1.54,MX,1680198662
493,satuk,41.2263,32.3836,-2.94,94,100,1.52,TR,1680198673
494,ilo,-17.6394,-71.3375,24.48,69,0,5.66,PE,1680198673
495,matoury,4.8483,-52.3317,29.98,66,75,5.66,GF,1680198674
496,makarov,48.6333,142.8,1.45,97,100,1.31,RU,1680198678
497,hovd,48.0056,91.6419,3.23,39,5,1.6,MN,1680198678
498,balaipungut,1.05,101.2833,22.98,94,99,1.25,ID,1680198682
499,tosno,59.54,30.8775,-2.1,99,91,1.74,RU,1680198682
500,tongren,27.7172,109.1853,14.03,83,47,0.53,CN,1680198682
501,never,46.9896,3.159,15.86,55,0,3.6,FR,1680198682
502,manokwari,-0.8667,134.0833,24.01,86,86,1.66,ID,1680198684
503,seymchan,62.8833,152.4333,-14.61,92,100,2.96,RU,1680198684
504,youkounkoun,12.5333,-13.1333,40.26,11,0,1.18,GN,1680198684
505,cacador,-26.7753,-51.015,25.0,58,51,2.65,BR,1680198684
506,balykshi,47.0667,51.8667,12.0,71,0,6.0,KZ,1680198684
507,scarborough,54.2797,-0.4044,12.73,79,51,1.79,GB,1680198684
508,oskaloosa,41.2964,-92.6444,15.23,44,40,7.2,US,1680198685
509,zaysan,47.4667,84.8667,1.64,69,48,5.2,KZ,1680198685
510,boa vista,2.8197,-60.6733,31.99,43,75,7.2,BR,1680198492
511,bulawayo,-20.15,28.5833,17.8,77,73,2.52,ZW,1680198685
512,denpasar,-8.65,115.2167,26.81,94,100,1.54,ID,1680198557
513,lasa,46.6166,10.7002,10.57,98,99,0.98,IT,1680198685
514,west fargo,46.875,-96.9004,-2.79,61,100,4.63,US,1680198410
515,kaeo,-35.1,173.7833,11.9,76,1,1.81,NZ,1680198686
516,yerbogachen,61.2767,108.0108,-22.2,100,87,1.58,RU,1680198686
517,bonavista,48.6499,-53.1147,-0.26,75,15,2.54,CA,1680198686
518,caravelas,-17.7125,-39.2481,29.74,54,33,4.3,BR,1680198686
519,podborany,50.2294,13.4119,9.45,85,85,6.04,CZ,1680198686
520,tomatlan,19.9333,-105.25,30.68,34,100,1.68,MX,1680198687
521,port hedland,-20.3167,118.5667,27.03,89,19,0.0,AU,1680198687
522,mahon,39.8885,4.2658,16.31,88,75,2.57,ES,1680198687
523,bonthe,7.5264,-12.505,27.82,71,71,4.52,SL,1680198687
524,khor,47.8861,134.9464,0.07,68,43,2.91,RU,1680198687
525,lorengau,-2.0226,147.2712,26.52,80,99,1.84,PG,1680198687
526,marsh harbour,26.5412,-77.0636,23.0,64,92,7.48,BS,1680198688
527,garowe,8.4054,48.4845,27.93,51,1,8.38,SO,1680198688
528,rio gallegos,-51.6226,-69.2181,8.03,39,40,8.23,AR,1680198688
529,sao joao da barra,-21.6403,-41.0511,33.05,69,100,5.88,BR,1680198688
530,grenville,12.1167,-61.6167,30.03,71,10,8.33,GD,1680198688
531,esil,51.9556,66.4042,-4.67,76,6,5.87,KZ,1680198689
532,troitskoye,52.9821,84.6757,-5.8,83,84,2.64,RU,1680198689
533,maragogi,-9.0122,-35.2225,28.21,66,14,3.65,BR,1680198689
534,arlit,18.7369,7.3853,28.58,7,1,6.12,NE,1680198689
535,shahreza,32.0339,51.8794,15.49,23,0,1.54,IR,1680198689
536,luocheng,29.3848,104.0286,15.46,76,100,2.32,CN,1680198690
537,vanderhoof,54.0166,-124.0198,1.53,83,100,1.57,CA,1680198690
538,na wa,17.4897,104.1006,27.02,56,1,3.05,TH,1680198690
539,menongue,-14.6585,17.691,19.15,87,88,0.32,AO,1680198691
540,yuzhou,34.1628,113.4639,11.79,84,100,1.05,CN,1680198691
541,vardo,70.3705,31.1107,-3.01,100,100,4.63,NO,1680198691
542,albox,37.3886,-2.1495,26.29,27,46,5.92,ES,1680198691
543,tsumeb,-19.2333,17.7167,25.09,38,63,3.69,NA,1680198691
544,riwaka,-41.0833,173.0,9.45,84,1,1.44,NZ,1680198691
545,licata,37.1071,13.9461,16.86,84,2,1.77,IT,1680198691
546,carutapera,-1.195,-46.02,28.9,71,94,3.34,BR,1680198692
547,damietta,31.4165,31.8133,14.94,49,11,8.86,EG,1680198692
548,chingirlau,51.095,54.0814,4.73,68,81,10.53,KZ,1680198692
549,nauta,-4.5061,-73.5757,31.45,62,49,2.07,PE,1680198693
550,teguldet,57.3064,88.1667,-11.34,94,82,1.71,RU,1680198693
551,tarauaca,-8.1614,-70.7656,32.77,49,100,1.24,BR,1680198693
552,veraval,20.9,70.3667,24.83,82,1,4.96,IN,1680198693
553,mao,39.8885,4.2658,16.31,88,75,2.57,ES,1680198694
554,dukat,62.55,155.55,-10.41,80,42,4.7,RU,1680198694
555,qui nhon,13.7667,109.2333,23.97,90,94,1.63,VN,1680198694
556,sinnamary,5.3833,-52.95,26.83,76,33,6.3,GF,1680198694
557,nishihara,26.1842,127.7558,22.6,88,75,7.2,JP,1680198695
558,karpushikha,57.5017,59.8956,-3.61,88,11,3.18,RU,1680198695
559,concordia,-31.393,-58.0209,27.1,73,75,2.06,AR,1680198662
560,ambilobe,-13.2,49.05,25.08,89,64,2.14,MG,1680198695
